EventID,event_name,SampleID,sample,tblSampleID,ices_area,fao_code,catch_date,age,length,weight,maturity,sex,prep_method,stock,reader_number,expertise,country,institute,iso_code,reader,AnnotationID,FishID,IsApproved,strata,AQ_Score,Edge,Nucleus,Comment,tblSmartImageID,ImageName
514,IMR mackerel age reading (internal),38006_08,87158,121099,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,142,,M,Whole in Entellan,mac.27.nea,8,1,NORWAY,,NO,R08 NO,705576,38006_08,1,27.2.a,AQ1,,,"",87158,38006_08.jpg
514,IMR mackerel age reading (internal),38006_08,87158,121099,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,142,,M,Whole in Entellan,mac.27.nea,10,1,NORWAY,,NO,R10 NO,686433,38006_08,1,27.2.a,AQ1,,,,87158,38006_08.jpg
514,IMR mackerel age reading (internal),38006_08,87158,121099,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,142,,M,Whole in Entellan,mac.27.nea,12,1,NORWAY,,NO,R12 NO,698621,38006_08,1,27.2.a,AQ1,,,,87158,38006_08.jpg
514,IMR mackerel age reading (internal),38006_08,87158,121099,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,142,,M,Whole in Entellan,mac.27.nea,14,1,NORWAY,,NO,R14 NO,702861,38006_08,1,27.2.a,AQ1,,,,87158,38006_08.jpg
514,IMR mackerel age reading (internal),38006_08,87158,121099,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,142,,M,Whole in Entellan,mac.27.nea,16,1,NORWAY,,NO,R16 NO,728149,38006_08,1,27.2.a,AQ1,,,,87158,38006_08.jpg
514,IMR mackerel age reading (internal),38006_08,87158,121099,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,142,,M,Whole in Entellan,mac.27.nea,18,1,NORWAY,,NO,R18 NO,706688,38006_08,1,27.2.a,AQ1,,,,87158,38006_08.jpg
514,IMR mackerel age reading (internal),38006_08,87158,121099,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,142,,M,Whole in Entellan,mac.27.nea,20,1,NORWAY,,NO,R20 NO,695038,38006_08,1,27.2.a,AQ1,,,,87158,38006_08.jpg
514,IMR mackerel age reading (internal),38006_12,87162,121103,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,148,,F,Whole in Entellan,mac.27.nea,2,1,NORWAY,,NO,R02 NO,669634,38006_12,1,27.2.a,AQ1,,,,87162,38006_12.jpg
514,IMR mackerel age reading (internal),38006_12,87162,121103,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,148,,F,Whole in Entellan,mac.27.nea,4,1,NORWAY,,NO,R04 NO,670722,38006_12,1,27.2.a,AQ1,,,,87162,38006_12.jpg
514,IMR mackerel age reading (internal),38006_12,87162,121103,27.2.a,27.2.a,15/01/2021 00:00:00,2,270,148,,F,Whole in Entellan,mac.27.nea,6,1,NORWAY,,NO,R06 NO,671238,38006_12,1,27.2.a,AQ1,,,,87162,38006_12.jpg
